finess;raison_sociale;etab_rattach;ville;departement;region
400011177;CENTRE DE NOUVIELLE - SSR-MPR;CENTRE DE NOUVIELLE - SSR-MPR;40012 MONT DE MARSAN CEDEX;LANDES;Aquitaine Limousin Poitou Charentes
970100244;CENTRE DE P.M.I.;CENTRE DE PROTECTION MATERNELLE ET INFANTILE;97130 CAPESTERRE BELLE EAU;GUADELOUPE;Guadeloupe
970100228;CENTRE DE P.M.I.;CENTRE DE PROTECTION MATERNELLE ET INFANTILE;97139 LES ABYMES;GUADELOUPE;Guadeloupe
670780345;CENTRE DE PLANIF. DU C.H. DE SAVERNE;CENTRE DE PLANIFICATION DU CENTRE HOSPITALIER DE SAVERNE;67703 SAVERNE CEDEX;BAS RHIN;Alsace Champagne Ardenne Lorraine
240000117;CENTRE DE PLANIFICATION;CENTRE DE PLANIFICATION DU CENTRE HOSPITALIER DE PERIGUEUX;24019 PERIGUEUX CEDEX;DORDOGNE;Aquitaine Limousin Poitou Charentes
420002495;CENTRE DE PLANIFICATION;CENTRE DE PLANIFICATION OU EDUCATION FAMILIALE;42400 ST CHAMOND;LOIRE;Auvergne Rhone Alpes
730000015;CENTRE DE PLANIFICATION;;01300 BELLEY;AIN;Auvergne Rhone Alpes
740781133;CENTRE DE PLANIFICATION;;74370 ANNECY;HAUTE SAVOIE;Auvergne Rhone Alpes
740790381;CENTRE DE PLANIFICATION;CENTRE DE PLANIFICATION;74203 THONON LES BAINS CEDEX;HAUTE SAVOIE;Auvergne Rhone Alpes
740790258;CENTRE DE PLANIFICATION;CENTRE DE PLANIFICATION;74130 CONTAMINE SUR ARVE;HAUTE SAVOIE;Auvergne Rhone Alpes
220000152;CENTRE DE PLANIFICATION;CENTRE DE PLANIFICATION ET D'EDUCATION FAMILIALE;22501 PAIMPOL CEDEX;COTES D ARMOR;Bretagne
340780055;CENTRE DE PLANIFICATION CH BEZIERS;CENTRE DE PLANIFICATION HOPITAL BEZIERS;34525 BEZIERS CEDEX;HERAULT;Languedoc Roussillon Midi Pyrenees
590782637;CENTRE DE PLANIFICATION FAMILIALE;CENTRE DE PLANIFICATION FAMILIALE;59421 ARMENTIERES CEDEX;NORD;Nord Pas de Calais Picardie
590782421;CENTRE DE PLANIFICATION FAMILIALE;CENTRE DE PLANIFICATION FAMILIALE;59056 ROUBAIX CEDEX 1;NORD;Nord Pas de Calais Picardie
590781415;CENTRE DE PLANIFICATION FAMILIALE;CENTRE DE PLANIFICATION FAMILIALE;59140 DUNKERQUE;NORD;Nord Pas de Calais Picardie
420780033;CENTRE DE PLANIFICATION ROANNE;CENTRE DE PLANIFICATION ET D'EDUCATION FAMILIALE DE ROANNE;42328 ROANNE CEDEX;LOIRE;Auvergne Rhone Alpes
290021542;CENTRE DE POST CURE ROZ-AR-SCOUR;CENTRE DE POST-CURE DE ROZ-AR-SCOUR;29672 MORLAIX CEDEX;FINISTERE;Bretagne
030780092;CENTRE DE POST-CURE;CENTRE DE POST-CURE;03006 MOULINS CEDEX;ALLIER;Auvergne Rhone Alpes
620001834;CENTRE DE POST-CURE BULLY;CENTRE DE POST - CURE DE BULLY LES MINES;59300 VALENCIENNES;NORD;Nord Pas de Calais Picardie
620103440;CENTRE DE PSYCHOTHERAPIE;CENTRE DE PSYCHOTHERAPIE DU CH DE BOULOGNE;62321 BOULOGNE SUR MER CEDEX;PAS DE CALAIS;Nord Pas de Calais Picardie
570010181;CENTRE DE READAPTATION FONCTIONNELLE;CENTRE DE REEDUCATION ET DE READAPTATION FONCTIONNELLE;54350 MONT ST MARTIN;MEURTHE ET MOSELLE;Alsace Champagne Ardenne Lorraine
140000100;CENTRE DE RESSOURCE POUR L'AUTISME;CENTRE DE RESSOURCE POUR L'AUTISME EN BASSE-NORMANDIE;14033 CAEN CEDEX 9;CALVADOS;Normandie
510000029;CENTRE DE RESSOURCES AUTISME;;51092 REIMS CEDEX;MARNE;Alsace Champagne Ardenne Lorraine
970302022;CENTRE DE RESSOURCES AUTISME;CENTRE DE RESSOURCES AUTISME DE CAYENNE;97306 CAYENNE CEDEX;GUYANE;Guyane
130786049;CENTRE DE RESSOURCES AUTISME;CENTRE DE RESSOURCES AUTISME;13008 MARSEILLE;BOUCHES DU RHONE;Provence Alpes Cote d'Azur
370000481;CENTRE DE RESSOURCES AUTISME (CRA);CENTRE DE RESSOURCES AUTISME (CRA);37044 TOURS CEDEX 9;INDRE ET LOIRE;Centre Val de Loire
170780142;CENTRE DE SANTE (CH OLERON);;17310 ST PIERRE D OLERON;CHARENTE MARITIME;Aquitaine Limousin Poitou Charentes
360000046;CENTRE DE SANTE ANNEXE CHTB;CENTRE DE SANTE ANNEXE DU CH ISSOUDUN - NEUVY PAILLOUX;36105 ISSOUDUN CEDEX;INDRE;Centre Val de Loire
850000043;CENTRE DE SANTE DE L'HOPITAL DUMONTE;;85350 L ILE D YEU;VENDEE;Pays de la Loire
070005566;CENTRE DE SANTE DU CH D'AUBENAS;CENTRE DE SANTE DU CH D'AUBENAS;07600 VALS LES BAINS;ARDECHE;Auvergne Rhone Alpes
360000046;CENTRE DE SANTE DU CHTB;(CH ISSOUDUN);36105 ISSOUDUN CEDEX;INDRE;Centre Val de Loire
070780382;CENTRE DE SANTE HOPITAL SAINT-FELICIEN;CENTRE DE SANTE DE L'HOPITAL DE SAINT-FELICIEN;07410 ST FELICIEN;ARDECHE;Auvergne Rhone Alpes
440000313;CENTRE DE SANTE INFIRMIERS DE POUANCE;CENTRE DE SOINS INFIRMIERS DU CENTRE HOSPITALIER DE POUANCE;44146 CHATEAUBRIANT CEDEX;LOIRE ATLANTIQUE;Pays de la Loire
620100685;"CENTRE DE SANTE MENTALE ""JB PUSSIN""";CENTRE DE SANTE MENTALE JEAN-BAPTISTE PUSSIN;62307 LENS CEDEX;PAS DE CALAIS;Nord Pas de Calais Picardie
120004528;CENTRE DE SANTE MENTALE CH MILLAU;CENTRE DE SANTE MENTALE CH MILLAU;12100 MILLAU;AVEYRON;Languedoc Roussillon Midi Pyrenees
520780081;"CENTRE DE SOINS ""LA FABRIQUE DU PRE""";;52108 ST DIZIER CEDEX;HAUTE MARNE;Alsace Champagne Ardenne Lorraine
150780468;CENTRE DE SOINS DE LONGUE DUREE;;15200 MAURIAC;CANTAL;Auvergne Rhone Alpes
430000018;CENTRE DE SOINS DE LONGUE DUREE;;43012 LE PUY EN VELAY CEDEX;HAUTE LOIRE;Auvergne Rhone Alpes
470000381;CENTRE DE SOINS DR JEAN LUC GEOFFROY;CENTRE DE SOINS DR JEAN LUC GEOFFROY;47480 PONT DU CASSE;LOT ET GARONNE;Aquitaine Limousin Poitou Charentes
630780997;CENTRE DE SOINS LONGUE DUREE  PREBAYLE;CENTRE DE LONG SEJOUR DE PREBAYLE;63600 AMBERT;PUY DE DOME;Auvergne Rhone Alpes
030780100;CENTRE DE SOINS LONGUE DUREE COURTAIS;;03310 NERIS LES BAINS;ALLIER;Auvergne Rhone Alpes
300780038;CENTRE DE SOINS PA SERRE CAVALIER;CENTRE DE SOINS POUR PERSONNES AGEES DE SERRE CAVALIER;30900 NIMES;GARD;Languedoc Roussillon Midi Pyrenees
940809452;CENTRE DENISE CROISSANT;HOPITAL DE JOUR POUR ADULTES LES ATELIERS SPECIALISES VI;75011 PARIS;PARIS;Ile de France
370000481;CENTRE DEPISTAGE ANONYME GRATUIT VIH;;37044 TOURS CEDEX 9;INDRE ET LOIRE;Centre Val de Loire
590782421;CENTRE D'EXAMENS DE SANTE;CENTRE D'EXAMENS DE SANTE;59056 ROUBAIX CEDEX 1;NORD;Nord Pas de Calais Picardie
650780174;CENTRE ERASME HOPITAUX LANNEMEZAN ADUL;CENTRE ERASME  HOPITAUX DE LANNEMEZAN ADULTES;31800 ST GAUDENS;HAUTE GARONNE;Languedoc Roussillon Midi Pyrenees
940110042;CENTRE FAMILIAL LUCIE R AUBRAC;CENTRE FAMILIAL CHIV LUCIE RAYMOND AUBRAC;91330 YERRES;ESSONNE;Ile de France
570005165;CENTRE FELIX MARECHAL DE METZ - CHR;"CENTRE DE GERIATRIE ""FELIX MARECHAL"" - METZ";57701 HAYANGE CEDEX;MOSELLE;Alsace Champagne Ardenne Lorraine
650780174;CENTRE GAMBETTA CMP CATTP BAGNERES;CENTRE GAMBETTA CMP CATTP BAGNERES DE BIGORRE;31800 ST GAUDENS;HAUTE GARONNE;Languedoc Roussillon Midi Pyrenees
520780081;CENTRE GEORGES HEUYER HJ /CMP IJ;;52108 ST DIZIER CEDEX;HAUTE MARNE;Alsace Champagne Ardenne Lorraine
130001928;CENTRE GERONTOLOGIQUE DEPARTEMENTAL;CENTRE GERONTOLOGIQUE DEPARTEMENTAL;13375 MARSEILLE CEDEX 12;BOUCHES DU RHONE;Provence Alpes Cote d'Azur
590782421;CENTRE GUY TALPAERT CH ROUBAIX;CENTRE D'EVEIL REGIONAL CH ROUBAIX;59056 ROUBAIX CEDEX 1;NORD;Nord Pas de Calais Picardie
930140025;CENTRE HENRI DUCHENE AUBERVILLIERS;INSTITUT HOSPITALIER SOINS ETUDES AUBERVILLIERS;93390 CLICHY SOUS BOIS;SEINE SAINT DENIS;Ile de France
800000093;CENTRE HENRY EY CH PERONNE;;80201 PERONNE CEDEX;SOMME;Nord Pas de Calais Picardie
650783160;CENTRE HOSP BIGORRE - ANTENNE BAGNERES;CENTRE HOSPITALIER DE BIGORRE - ANTENNE CH BAGNERES DE BIGOR;65013 TARBES CEDEX 9;HAUTES PYRENEES;Languedoc Roussillon Midi Pyrenees
320780117;CENTRE HOSPIT D'AUCH - ANTENNE CONDOM;CENTRE HOSPITALIER D'AUCH - ANTENNE DE CONDOM;32008 AUCH CEDEX;GERS;Languedoc Roussillon Midi Pyrenees
040788879;CENTRE HOSPIT SPE PSY DIGNE LES BAINS;CENTRE HOSPITALIER SPECIALISE PSY DIGNE LES BAINS;04003 DIGNE LES BAINS CEDEX;ALPES DE HAUTE PROVENCE;Provence Alpes Cote d'Azur
350000055;CENTRE HOSPITALIER   VITRE;;35506 VITRE CEDEX;ILLE ET VILAINE;Bretagne
970302121;"CENTRE HOSPITALIER  ""FRANCK-JOLY""";"CENTRE HOSPITALIER ""FRANK JOLY""";97320 ST LAURENT DU MARONI;GUYANE;Guyane
140000092;CENTRE HOSPITALIER - AUNAY-BAYEUX;;14260 LES MONTS D AUNAY;CALVADOS;Normandie
710780214;CENTRE HOSPITALIER  BRESSE LOUHANNAISE;CENTRE HOSPITALIER DE LA BRESSE LOUHANNAISE;71500 LOUHANS;SAONE ET LOIRE;Bourgogne Franche Comte
870002466;CENTRE HOSPITALIER  ESQUIROL;CENTRE HOSPITALIER ESQUIROL;87000 LIMOGES;HAUTE VIENNE;Aquitaine Limousin Poitou Charentes
970500005;CENTRE HOSPITALIER  FRANCOIS DUNAN;;97500 ST PIERRE ET MIQUELON;SAINT PIERRE ET MIQUELON;Saint Pierre et Miquelon
610780140;CENTRE HOSPITALIER - SEES;;61500 SEES;ORNE;Normandie
970302121;"CENTRE HOSPITALIER ""FRANCK-JOLY"" SSR";;97320 ST LAURENT DU MARONI;GUYANE;Guyane
050000108;CENTRE HOSPITALIER AIGUILLES QUEYRAS;CENTRE HOSPITALIER AIGUILLES QUEYRAS;05470 AIGUILLES;HAUTES ALPES;Provence Alpes Cote d'Azur
140000092;CENTRE HOSPITALIER AUNAY-BAYEUX;CENTRE HOSPITALIER D'AUNAY SUR ODON;14260 LES MONTS D AUNAY;CALVADOS;Normandie
080000086;CENTRE HOSPITALIER BELAIR;;08109 CHARLEVILLE MEZIERES CEDEX;ARDENNES;Alsace Champagne Ardenne Lorraine
710781360;CENTRE HOSPITALIER BELNAY;CENTRE HOSPITALIER BELNAY;71700 TOURNUS;SAONE ET LOIRE;Bourgogne Franche Comte
220000210;CENTRE HOSPITALIER BON SAUVEUR;;22140 BEGARD;COTES D ARMOR;Bretagne
170780266;CENTRE HOSPITALIER BOSCAMNANT;CENTRE HOSPITALIER BOSCAMNANT;17360 BOSCAMNANT;CHARENTE MARITIME;Aquitaine Limousin Poitou Charentes
720000066;CENTRE HOSPITALIER CHATEAU DU LOIR;CENTRE HOSPITALIER CHATEAU DU LOIR;72500 MONTVAL SUR LOIR;SARTHE;Pays de la Loire
240016055;CENTRE HOSPITALIER CHENARD;CENTRE HOSPITALIER CHENARD;24600 RIBERAC;DORDOGNE;Aquitaine Limousin Poitou Charentes
190000059;CENTRE HOSPITALIER COEUR DE CORREZE;CENTRE HOSPITALIER COEUR DE CORREZE;19012 TULLE CEDEX;CORREZE;Aquitaine Limousin Poitou Charentes
160000485;CENTRE HOSPITALIER CONFOLENS;CENTRE HOSPITALIER CONFOLENS;16500 CONFOLENS;CHARENTE;Aquitaine Limousin Poitou Charentes
850000084;CENTRE HOSPITALIER COTE DE LUMIERE;;85340 LES SABLES D OLONNE;VENDEE;Pays de la Loire
290000090;CENTRE HOSPITALIER CROZON;;29160 CROZON;FINISTERE;Bretagne
680020336;CENTRE HOSPITALIER D'ALTKIRCH;CENTRE HOSPITALIER  SAINT MORAND D'ALTKIRCH;68510 SIERENTZ;HAUT RHIN;Alsace Champagne Ardenne Lorraine
160000451;CENTRE HOSPITALIER D'ANGOULEME;CENTRE HOSPITALIER D'ANGOULEME;16000 ANGOULEME;CHARENTE;Aquitaine Limousin Poitou Charentes
330781204;CENTRE HOSPITALIER D'ARCACHON;CENTRE HOSPITALIER D'ARCACHON;33164 LA TESTE CEDEX;GIRONDE;Aquitaine Limousin Poitou Charentes
610780090;CENTRE HOSPITALIER D'ARGENTAN;"CENTRE HOSPITALIER ""MARECHAL LECLERC"" - ARGENTAN";61202 ARGENTAN CEDEX;ORNE;Normandie
230780058;CENTRE HOSPITALIER D'AUBUSSON;CENTRE HOSPITALIER D'AUBUSSON;23200 AUBUSSON;CREUSE;Aquitaine Limousin Poitou Charentes
210780672;CENTRE HOSPITALIER D'AUXONNE;CENTRE HOSPITALIER D'AUXONNE;21130 AUXONNE;COTE D OR;Bourgogne Franche Comte
400780193;CENTRE HOSPITALIER DAX;CENTRE HOSPITALIER DE DAX;40107 DAX CEDEX;LANDES;Aquitaine Limousin Poitou Charentes
500000039;CENTRE HOSPITALIER DE  CARENTAN;;50500 CARENTAN LES MARAIS;MANCHE;Normandie
100000041;CENTRE HOSPITALIER DE BAR SUR AUBE;;10200 BAR SUR AUBE;AUBE;Alsace Champagne Ardenne Lorraine
550003354;CENTRE HOSPITALIER DE BAR-LE-DUC;CENTRE HOSPITALIER DE BAR-LE-DUC;55012 BAR LE DUC CEDEX;MEUSE;Alsace Champagne Ardenne Lorraine
100000058;CENTRE HOSPITALIER DE BAR-SUR-SEINE;;10110 BAR SUR SEINE;AUBE;Alsace Champagne Ardenne Lorraine
560002222;CENTRE HOSPITALIER DE BASSE-VILAINE;CENTRE HOSPITALIER DE BASSE-VILAINE;56130 NIVILLAC;MORBIHAN;Bretagne
2B0000020;CENTRE HOSPITALIER DE BASTIA;CENTRE HOSPITALIER - FALCONAJA - BASTIA;20604 BASTIA CEDEX;HAUTE CORSE;Corse
330781212;CENTRE HOSPITALIER DE BAZAS;CENTRE HOSPITALIER DE BAZAS;33430 BAZAS;GIRONDE;Aquitaine Limousin Poitou Charentes
560000085;CENTRE HOSPITALIER DE BELLE ILE EN MER;CENTRE HOSPITALIER DE BELLE ILE EN MER;56360 LE PALAIS;MORBIHAN;Bretagne
240000042;CENTRE HOSPITALIER DE BELVES;CENTRE HOSPITALIER DE BELVES;24170 PAYS DE BELVES;DORDOGNE;Aquitaine Limousin Poitou Charentes
750811184;CENTRE HOSPITALIER DE BLIGNY;;91640 BRIIS SOUS FORGES;ESSONNE;Ile de France
060780657;CENTRE HOSPITALIER DE BREIL SUR ROYA;CENTRE HOSPITALIER DE BREIL SUR ROYA;06540 BREIL SUR ROYA;ALPES MARITIMES;Provence Alpes Cote d'Azur
840000046;CENTRE HOSPITALIER DE CARPENTRAS;CENTRE HOSPITALIER DE CARPENTRAS;84208 CARPENTRAS CEDEX;VAUCLUSE;Provence Alpes Cote d'Azur
2A0000386;CENTRE HOSPITALIER DE CASTELLUCCIO;CENTRE HOSPITALIER DEPARTEMENTAL DE CASTELLUCCIO;20176 AJACCIO CEDEX 1;CORSE DU SUD;Corse
970302022;CENTRE HOSPITALIER DE CAYENNE;CENTRE HOSPITALIER  DE CAYENNE;97306 CAYENNE CEDEX;GUYANE;Guyane
510000037;CENTRE HOSPITALIER DE CHALONS;CENTRE HOSPITALIER DE CHALONS EN CHAMPAGNE;51005 CHALONS EN CHAMPAGNE CEDEX;MARNE;Alsace Champagne Ardenne Lorraine
520780032;CENTRE HOSPITALIER DE CHAUMONT;;52014 CHAUMONT CEDEX;HAUTE MARNE;Alsace Champagne Ardenne Lorraine
500000393;CENTRE HOSPITALIER DE COUTANCES;CENTRE HOSPITALIER DE COUTANCES;50208 COUTANCES CEDEX;MANCHE;Normandie
040788879;CENTRE HOSPITALIER DE DIGNE LES BAINS;CENTRE HOSPITALIER DE DIGNE LES BAINS;04003 DIGNE LES BAINS CEDEX;ALPES DE HAUTE PROVENCE;Provence Alpes Cote d'Azur
240000067;CENTRE HOSPITALIER DE DOMME;CENTRE HOSPITALIER DE DOMME;24250 DOMME;DORDOGNE;Aquitaine Limousin Poitou Charentes
140000118;CENTRE HOSPITALIER DE FALAISE;CENTRE HOSPITALIER DE FALAISE;14700 FALAISE;CALVADOS;Normandie
510000128;CENTRE HOSPITALIER DE FISMES;;51170 FISMES;MARNE;Alsace Champagne Ardenne Lorraine
080011174;CENTRE HOSPITALIER DE FUMAY;;08209 SEDAN CEDEX;ARDENNES;Alsace Champagne Ardenne Lorraine
470000407;CENTRE HOSPITALIER DE FUMEL;CENTRE HOSPITALIER DE FUMAL - ELISABETH DESARNAUTS;47501 FUMEL CEDEX;LOT ET GARONNE;Aquitaine Limousin Poitou Charentes
840000061;CENTRE HOSPITALIER DE GORDES;CENTRE HOSPITALIER DE GORDES;84220 GORDES;VAUCLUSE;Provence Alpes Cote d'Azur
060780897;CENTRE HOSPITALIER DE GRASSE;CENTRE HOSPITALIER DE GRASSE;06135 GRASSE CEDEX;ALPES MARITIMES;Provence Alpes Cote d'Azur
680001005;CENTRE HOSPITALIER DE GUEBWILLER;CENTRE HOSPITALIER DE GUEBWILLER;68504 GUEBWILLER CEDEX;HAUT RHIN;Alsace Champagne Ardenne Lorraine
670780337;CENTRE HOSPITALIER DE HAGUENAU;CENTRE HOSPITALIER DE HAGUENAU;67504 HAGUENAU CEDEX;BAS RHIN;Alsace Champagne Ardenne Lorraine
970100178;CENTRE HOSPITALIER DE LA BASSE -TERRE;CENTRE HOSPITALIER DE LA BASSE-TERRE;97100 BASSE TERRE;GUADELOUPE;Guadeloupe
710780156;CENTRE HOSPITALIER DE LA GUICHE;CENTRE HOSPITALIER DE LA GUICHE;71220 LA GUICHE;SAONE ET LOIRE;Bourgogne Franche Comte
610780074;CENTRE HOSPITALIER DE L'AIGLE;;61305 L AIGLE CEDEX;ORNE;Normandie
520780057;CENTRE HOSPITALIER DE LANGRES;;52200 LANGRES;HAUTE MARNE;Alsace Champagne Ardenne Lorraine
530000371;CENTRE HOSPITALIER DE LAVAL;CENTRE HOSPITALIER DE LAVAL;53015 LAVAL CEDEX;MAYENNE;Pays de la Loire
500000245;CENTRE HOSPITALIER DE L'ESTRAN;CENTRE HOSPITALIER DE L'ESTRAN;50170 PONTORSON;MANCHE;Normandie
140000035;CENTRE HOSPITALIER DE LISIEUX;CENTRE HOSPITALIER ROBERT BISSON;14107 LISIEUX CEDEX;CALVADOS;Normandie
490000411;CENTRE HOSPITALIER DE LONGUE;CENTRE HOSPITALIER DE LONGUE JUMELLES;49160 LONGUE JUMELLES;MAINE ET LOIRE;Pays de la Loire
570000133;CENTRE HOSPITALIER DE LORQUIN;CENTRE HOSPITALIER DE LORQUIN;57790 LORQUIN;MOSELLE;Alsace Champagne Ardenne Lorraine
540000080;CENTRE HOSPITALIER DE LUNEVILLE;;54301 LUNEVILLE CEDEX;MEURTHE ET MOSELLE;Alsace Champagne Ardenne Lorraine
470001660;CENTRE HOSPITALIER DE MARMANDE - CHIC;CENTRE HOSPITALIER DE MARMANDE - CHIC MARMANDE-TONNEINS;47207 MARMANDE CEDEX;LOT ET GARONNE;Aquitaine Limousin Poitou Charentes
640780839;CENTRE HOSPITALIER DE MAULEON;CENTRE HOSPITALIER DE MAULEON;64130 MAULEON SOULE;PYRENEES ATLANTIQUES;Aquitaine Limousin Poitou Charentes
520780065;CENTRE HOSPITALIER DE MONTIER-EN-DER;;52220 LA PORTE DU DER;HAUTE MARNE;Alsace Champagne Ardenne Lorraine
790000012;CENTRE HOSPITALIER DE NIORT;CENTRE HOSPITALIER DE NIORT;79021 NIORT CEDEX;DEUX SEVRES;Aquitaine Limousin Poitou Charentes
240000109;CENTRE HOSPITALIER DE NONTRON;CENTRE HOSPITALIER DE NONTRON;24300 NONTRON;DORDOGNE;Aquitaine Limousin Poitou Charentes
080011174;CENTRE HOSPITALIER DE NOUZONVILLE;;08209 SEDAN CEDEX;ARDENNES;Alsace Champagne Ardenne Lorraine
640781290;CENTRE HOSPITALIER DE PAU;CENTRE HOSPITALIER DE PAU;64046 PAU CEDEX;PYRENEES ATLANTIQUES;Aquitaine Limousin Poitou Charentes
240000117;CENTRE HOSPITALIER DE PERIGUEUX;CENTRE HOSPITALIER DE PERIGUEUX;24019 PERIGUEUX CEDEX;DORDOGNE;Aquitaine Limousin Poitou Charentes
680000411;CENTRE HOSPITALIER DE PFASTATT;CENTRE HOSPITALIER DE PFASTATT;68120 PFASTATT;HAUT RHIN;Alsace Champagne Ardenne Lorraine
780024113;CENTRE HOSPITALIER DE PLAISIR;CENTRE HOSPITALIER DE PLAISIR;78375 PLAISIR CEDEX;YVELINES;Ile de France
560000044;CENTRE HOSPITALIER DE PLOERMEL;CENTRE HOSPITALIER ALPHONSE GUERIN - PLOERMEL;56800 PLOERMEL;MORBIHAN;Bretagne
220017974;CENTRE HOSPITALIER DE PLOUGUERNEVEL;CENTRE HOSPITALIER DE PLOUGUERNEVEL;22110 PLOUGUERNEVEL;COTES D ARMOR;Bretagne
540000106;CENTRE HOSPITALIER DE PONT A MOUSSON;CENTRE HOSPITALIER DE PONT A MOUSSON;54701 PONT A MOUSSON CEDEX;MEURTHE ET MOSELLE;Alsace Champagne Ardenne Lorraine
140000134;CENTRE HOSPITALIER DE PONT L'EVEQUE;;14130 PONT L EVEQUE;CALVADOS;Normandie
880780119;CENTRE HOSPITALIER DE RAVENEL;CENTRE HOSPITALIER DE RAVENEL;88507 MIRECOURT CEDEX;VOSGES;Alsace Champagne Ardenne Lorraine
880780093;CENTRE HOSPITALIER DE REMIREMONT;CENTRE HOSPITALIER DE REMIREMONT;88204 REMIREMONT CEDEX;VOSGES;Alsace Champagne Ardenne Lorraine
080001969;CENTRE HOSPITALIER DE RETHEL;;08300 RETHEL;ARDENNES;Alsace Champagne Ardenne Lorraine
240016055;CENTRE HOSPITALIER DE RIBERAC;CENTRE HOSPITALIER DE RIBERAC;24600 RIBERAC;DORDOGNE;Aquitaine Limousin Poitou Charentes
100006279;CENTRE HOSPITALIER DE ROMILLY/SEINE;CENTRE HOSPITALIER DE ROMILLY SUR SEINE;10400 NOGENT SUR SEINE;AUBE;Alsace Champagne Ardenne Lorraine
680001179;CENTRE HOSPITALIER DE ROUFFACH;CENTRE HOSPITALIER DE ROUFFACH;68250 ROUFFACH;HAUT RHIN;Alsace Champagne Ardenne Lorraine
160000493;CENTRE HOSPITALIER DE RUFFEC;CENTRE HOSPITALIER DE RUFFEC;16700 RUFFEC;CHARENTE;Aquitaine Limousin Poitou Charentes
400780268;CENTRE HOSPITALIER DE SAINT SEVER;CENTRE HOSPITALIER DE SAINT SEVER;40500 ST SEVER;LANDES;Aquitaine Limousin Poitou Charentes
830100590;CENTRE HOSPITALIER DE SAINT TROPEZ;CENTRE HOSPITALIER DE SAINT TROPEZ POLE DE SANTE DU GOLFE;83580 GASSIN;VAR;Provence Alpes Cote d'Azur
240000141;CENTRE HOSPITALIER DE SAINT-ASTIER;CENTRE HOSPITALIER DE SAINT-ASTIER;24110 ST ASTIER;DORDOGNE;Aquitaine Limousin Poitou Charentes
880780077;CENTRE HOSPITALIER DE SAINT-DIE;CENTRE HOSPITALIER DE SAINT DIE - HOPITAL SAINT-CHARLES;88100 ST DIE DES VOSGES;VOSGES;Alsace Champagne Ardenne Lorraine
510000102;CENTRE HOSPITALIER DE SAINTE-MENEHOULD;;51800 STE MENEHOULD;MARNE;Alsace Champagne Ardenne Lorraine
640017638;CENTRE HOSPITALIER DE SAINT-PALAIS;CENTRE HOSPITALIER DE SAINT-PALAIS;64120 ST PALAIS;PYRENEES ATLANTIQUES;Aquitaine Limousin Poitou Charentes
2A0002606;CENTRE HOSPITALIER DE SARTENE;CENTRE HOSPITALIER DE SARTENE;20100 SARTENE;CORSE DU SUD;Corse
840000103;CENTRE HOSPITALIER DE SAULT;CENTRE HOSPITALIER DE SAULT;84390 SAULT;VAUCLUSE;Provence Alpes Cote d'Azur
080011174;CENTRE HOSPITALIER DE SEDAN;;08209 SEDAN CEDEX;ARDENNES;Alsace Champagne Ardenne Lorraine
670017755;CENTRE HOSPITALIER DE SELESTAT;CENTRE HOSPITALIER DE SELESTAT;67606 SELESTAT CEDEX;BAS RHIN;Alsace Champagne Ardenne Lorraine
100006279;CENTRE HOSPITALIER DE SEZANNE;;10400 NOGENT SUR SEINE;AUBE;Alsace Champagne Ardenne Lorraine
100000017;CENTRE HOSPITALIER DE TROYES;CENTRE HOSPITALIER DE TROYES;10003 TROYES CEDEX;AUBE;Alsace Champagne Ardenne Lorraine
140000159;CENTRE HOSPITALIER DE VIRE;CENTRE HOSPITALIER DE VIRE;14504 VIRE CEDEX;CALVADOS;Normandie
080001969;CENTRE HOSPITALIER DE VOUZIERS;;08300 RETHEL;ARDENNES;Alsace Champagne Ardenne Lorraine
050000124;CENTRE HOSPITALIER D'EMBRUN;CENTRE HOSPITALIER D'EMBRUN;05200 EMBRUN;HAUTES ALPES;Provence Alpes Cote d'Azur
670780584;CENTRE HOSPITALIER DEPARTEMENTAL;CENTRE HOSPITALIER DEPARTEMENTAL DE BISCHWILLER;67241 BISCHWILLER CEDEX;BAS RHIN;Alsace Champagne Ardenne Lorraine
510000060;CENTRE HOSPITALIER D'EPERNAY;;51205 EPERNAY CEDEX;MARNE;Alsace Champagne Ardenne Lorraine
670781152;CENTRE HOSPITALIER D'ERSTEIN;CENTRE HOSPITALIER D'ERSTEIN;67152 ERSTEIN CEDEX;BAS RHIN;Alsace Champagne Ardenne Lorraine
640780862;CENTRE HOSPITALIER DES PYRENEES;CENTRE HOSPITALIER DES PYRENEES;64039 PAU CEDEX;PYRENEES ATLANTIQUES;Aquitaine Limousin Poitou Charentes
240000075;CENTRE HOSPITALIER D'EXCIDEUIL;CENTRE HOSPITALIER D'EXCIDEUIL;24160 EXCIDEUIL;DORDOGNE;Aquitaine Limousin Poitou Charentes
210780631;CENTRE HOSPITALIER D'IS-SUR-TILLE;CENTRE HOSPITALIER D'IS-SUR-TILLE;21120 IS SUR TILLE;COTE D OR;Bourgogne Franche Comte
640780813;CENTRE HOSPITALIER D'ORTHEZ;CENTRE HOSPITALIER ORTHEZ;64300 ORTHEZ;PYRENEES ATLANTIQUES;Aquitaine Limousin Poitou Charentes
290000074;CENTRE HOSPITALIER DOUARNENEZ;CENTRE HOSPITALIER DE DOUARNENEZ;29177 DOUARNENEZ CEDEX;FINISTERE;Bretagne
490000403;CENTRE HOSPITALIER DOUE EN ANJOU;CENTRE HOSPITALIER DOUE EN ANJOU;49700 DOUE EN ANJOU;MAINE ET LOIRE;Pays de la Loire
